日期,时间,高,低,价格,开,成交量,成交额,成交笔数
2020/4/13,2020/04/13 15:00,3.73,3.71,3.72,3.72,35530418,132837263,11816
2020/4/14,2020/04/14 10:00,3.77,3.73,3.77,3.74,79336251,299117535,16576
2020/4/14,2020/04/14 10:30,3.77,3.75,3.76,3.77,36638266,138446676,8105
2020/4/14,2020/04/14 11:00,3.78,3.75,3.77,3.76,33357733,126420953,7353
2020/4/14,2020/04/14 11:30,3.78,3.76,3.76,3.78,22657785,85815167,5656
2020/4/14,2020/04/14 13:30,3.77,3.75,3.77,3.77,23776896,89879832,6211
2020/4/14,2020/04/14 14:00,3.78,3.76,3.77,3.76,37264895,141351977,8176
2020/4/14,2020/04/14 14:30,3.79,3.77,3.78,3.77,59554601,226380607,10947
2020/4/14,2020/04/14 15:00,3.82,3.78,3.82,3.78,85479116,326934778,19868
2020/4/15,2020/04/15 10:00,3.83,3.79,3.82,3.82,89303824,341944429,16099
2020/4/15,2020/04/15 10:30,3.87,3.81,3.86,3.82,100921648,390350714,18574
2020/4/15,2020/04/15 11:00,3.87,3.82,3.84,3.85,61158692,236326378,11400
2020/4/15,2020/04/15 11:30,3.87,3.83,3.86,3.84,45569667,176561368,8248
2020/4/15,2020/04/15 13:30,3.87,3.83,3.83,3.86,56438721,218692499,13098
2020/4/15,2020/04/15 14:00,3.85,3.82,3.83,3.84,37890271,145942750,8749
2020/4/15,2020/04/15 14:30,3.84,3.81,3.82,3.83,42358470,162626155,10131
2020/4/15,2020/04/15 15:00,3.82,3.80,3.82,3.81,55218270,211692316,12752
2020/4/16,2020/04/16 10:00,3.79,3.74,3.76,3.78,112981563,427642857,22100
2020/4/16,2020/04/16 10:30,3.80,3.76,3.80,3.77,38695661,146993931,8516
2020/4/16,2020/04/16 11:00,3.83,3.78,3.78,3.79,46306302,177283984,8171
2020/4/16,2020/04/16 11:30,3.80,3.77,3.77,3.79,23738597,90258035,5115
2020/4/16,2020/04/16 13:30,3.80,3.77,3.79,3.78,25739727,97889100,4975
2020/4/16,2020/04/16 14:00,3.80,3.78,3.79,3.78,19996296,76155452,4627
2020/4/16,2020/04/16 14:30,3.80,3.78,3.79,3.80,46349282,176366135,8968
2020/4/16,2020/04/16 15:00,3.80,3.78,3.79,3.78,60416175,230067530,11679
2020/4/17,2020/04/17 10:00,3.94,3.83,3.91,3.83,315523255,1233230542,64034
2020/4/17,2020/04/17 10:30,3.94,3.90,3.90,3.91,145631409,573904096,30232
2020/4/17,2020/04/17 11:00,3.91,3.87,3.88,3.90,64124632,250830932,14562
2020/4/17,2020/04/17 11:30,3.90,3.88,3.89,3.88,26732440,104510008,7116
2020/4/17,2020/04/17 13:30,3.90,3.88,3.89,3.89,46460901,181688821,9675
2020/4/17,2020/04/17 14:00,3.90,3.88,3.90,3.89,49111532,192212611,11072
2020/4/17,2020/04/17 14:30,3.90,3.86,3.86,3.89,75470670,294131588,16165
2020/4/17,2020/04/17 15:00,3.88,3.86,3.87,3.86,66623667,259154312,16327
2020/4/20,2020/04/20 10:00,3.86,3.76,3.79,3.86,244961372,937876950,46682
2020/4/20,2020/04/20 10:30,3.80,3.77,3.79,3.78,108449909,412964601,17446
2020/4/20,2020/04/20 11:00,3.81,3.79,3.80,3.80,30762735,117468748,6774
2020/4/20,2020/04/20 11:30,3.82,3.80,3.81,3.80,24071749,92217788,5132
2020/4/20,2020/04/20 13:30,3.82,3.79,3.81,3.82,43510724,166507095,10505
2020/4/20,2020/04/20 14:00,3.82,3.80,3.81,3.81,27480094,105196900,6460
2020/4/20,2020/04/20 14:30,3.83,3.81,3.83,3.82,37391647,143587971,8497
2020/4/20,2020/04/20 15:00,3.84,3.81,3.83,3.83,60090137,231260084,12842
2020/4/21,2020/04/21 10:00,3.80,3.77,3.77,3.80,98819532,375489166,22880
2020/4/21,2020/04/21 10:30,3.78,3.76,3.76,3.78,57410121,217578560,15954
2020/4/21,2020/04/21 11:00,3.78,3.76,3.78,3.76,51139717,193618045,12777
2020/4/21,2020/04/21 11:30,3.78,3.74,3.74,3.77,58783148,221933231,14883
2020/4/21,2020/04/21 13:30,3.76,3.74,3.75,3.74,58474668,220221832,14297
2020/4/21,2020/04/21 14:00,3.76,3.75,3.76,3.75,24146072,91143226,6418
2020/4/21,2020/04/21 14:30,3.78,3.75,3.78,3.76,26803667,101553006,5981
2020/4/21,2020/04/21 15:00,3.79,3.77,3.78,3.78,45354469,172214824,10944
2020/4/22,2020/04/22 10:00,3.79,3.73,3.79,3.75,67026620,253072453,15798
2020/4/22,2020/04/22 10:30,3.80,3.77,3.78,3.79,45435010,172722219,10044
2020/4/22,2020/04/22 11:00,3.78,3.76,3.77,3.77,16637027,63066899,4065
2020/4/22,2020/04/22 11:30,3.78,3.75,3.76,3.77,23764117,89849213,6480
2020/4/22,2020/04/22 13:30,3.79,3.75,3.79,3.76,52496374,199204707,9431
2020/4/22,2020/04/22 14:00,3.79,3.77,3.77,3.79,35613200,135317355,6179
2020/4/22,2020/04/22 14:30,3.79,3.77,3.78,3.77,41315229,156948804,6800
2020/4/22,2020/04/22 15:00,3.79,3.78,3.79,3.78,44965605,171062200,10679
2020/4/23,2020/04/23 10:00,3.81,3.76,3.77,3.81,86952700,330424029,16256
2020/4/23,2020/04/23 10:30,3.77,3.75,3.77,3.77,47679772,180308060,10747
2020/4/23,2020/04/23 11:00,3.77,3.76,3.77,3.76,26896600,101737524,5991
2020/4/23,2020/04/23 11:30,3.77,3.75,3.75,3.77,24350600,91960223,5459
2020/4/23,2020/04/23 13:30,3.77,3.75,3.76,3.75,17938100,67850339,4592
2020/4/23,2020/04/23 14:00,3.77,3.75,3.76,3.76,39681219,150042188,7919
2020/4/23,2020/04/23 14:30,3.77,3.75,3.76,3.76,30176700,113951717,8065
2020/4/23,2020/04/23 15:00,3.76,3.74,3.75,3.76,64070989,241589018,17287
2020/4/24,2020/04/24 10:00,3.77,3.73,3.73,3.74,72999039,274700156,14993
2020/4/24,2020/04/24 10:30,3.75,3.71,3.72,3.74,68642625,257221000,15557
2020/4/24,2020/04/24 11:00,3.73,3.71,3.72,3.72,42664001,159539628,8680
2020/4/24,2020/04/24 11:30,3.72,3.69,3.69,3.71,51530299,192074317,14929
2020/4/24,2020/04/24 13:30,3.70,3.68,3.69,3.70,58067208,215461029,17426
2020/4/24,2020/04/24 14:00,3.69,3.66,3.68,3.68,108874892,402063322,26098
2020/4/24,2020/04/24 14:30,3.68,3.66,3.67,3.68,47011900,173506538,13509
2020/4/24,2020/04/24 15:00,3.69,3.66,3.68,3.68,71928141,265521674,20476
2020/4/27,2020/04/27 10:00,3.71,3.66,3.71,3.68,73847600,273513077,17995
2020/4/27,2020/04/27 10:30,3.71,3.67,3.68,3.71,51939200,192714374,9706
2020/4/27,2020/04/27 11:00,3.69,3.67,3.67,3.68,33218010,122865682,5917
2020/4/27,2020/04/27 11:30,3.68,3.67,3.68,3.68,12573366,46466517,3650
2020/4/27,2020/04/27 13:30,3.68,3.66,3.67,3.67,47419200,175109370,10157
2020/4/27,2020/04/27 14:00,3.68,3.66,3.68,3.67,32030000,118191525,6227
2020/4/27,2020/04/27 14:30,3.68,3.65,3.65,3.67,65385880,240591819,17321
2020/4/27,2020/04/27 15:00,3.66,3.64,3.65,3.65,53977500,198229121,13326
2020/4/28,2020/04/28 10:00,3.63,3.34,3.41,3.62,438017141,1534830461,90446
2020/4/28,2020/04/28 10:30,3.49,3.41,3.48,3.42,154752112,536785785,33687
2020/4/28,2020/04/28 11:00,3.54,3.47,3.54,3.47,84420571,297354158,17045
2020/4/28,2020/04/28 11:30,3.55,3.50,3.55,3.54,61224795,216745390,10898
2020/4/28,2020/04/28 13:30,3.56,3.51,3.52,3.55,51643922,182916522,12541
2020/4/28,2020/04/28 14:00,3.53,3.50,3.53,3.52,44623700,157300395,9005
2020/4/28,2020/04/28 14:30,3.54,3.52,3.53,3.53,31250133,110614119,8556
2020/4/28,2020/04/28 15:00,3.54,3.51,3.53,3.53,62205101,219727874,14950
2020/4/29,2020/04/29 10:00,3.56,3.47,3.53,3.50,92811898,327895140,21495
2020/4/29,2020/04/29 10:30,3.54,3.51,3.53,3.53,37442894,132531533,8753
2020/4/29,2020/04/29 11:00,3.54,3.52,3.52,3.53,21459601,75898484,5906
2020/4/29,2020/04/29 11:30,3.53,3.50,3.51,3.52,26005530,91706747,7044
2020/4/29,2020/04/29 13:30,3.58,3.51,3.57,3.52,102363100,363928646,17876
2020/4/29,2020/04/29 14:00,3.61,3.56,3.59,3.57,103890692,374467751,23038
2020/4/29,2020/04/29 14:30,3.60,3.57,3.57,3.59,50028467,179886614,10150
2020/4/29,2020/04/29 15:00,3.58,3.54,3.56,3.57,71941900,256567052,11933
2020/4/30,2020/04/30 10:00,3.68,3.58,3.66,3.58,211251477,773256540,40143
2020/4/30,2020/04/30 10:30,3.68,3.64,3.67,3.66,103610564,381671762,19995
2020/4/30,2020/04/30 11:00,3.70,3.65,3.69,3.66,92544876,341955591,18634
2020/4/30,2020/04/30 11:30,3.74,3.69,3.70,3.70,147513552,550717426,24454
2020/4/30,2020/04/30 13:30,3.74,3.70,3.72,3.70,89698346,335570442,18179
2020/4/30,2020/04/30 14:00,3.73,3.70,3.72,3.72,46960383,175561932,11760
2020/4/30,2020/04/30 14:30,3.77,3.71,3.76,3.72,122897664,462043957,26532
2020/4/30,2020/04/30 15:00,3.77,3.73,3.74,3.76,92351715,347788104,21254
2020/5/06,2020/05/06 10:00,3.77,3.66,3.75,3.68,216902781,811206463,36689
2020/5/06,2020/05/06 10:30,3.78,3.74,3.76,3.75,95626974,361526971,16984
2020/5/06,2020/05/06 11:00,3.76,3.73,3.76,3.75,76155241,286642890,8998
2020/5/06,2020/05/06 11:30,3.79,3.74,3.79,3.76,93271197,353325228,15517
2020/5/06,2020/05/06 13:30,3.81,3.78,3.79,3.79,83514318,318733874,19198
2020/5/06,2020/05/06 14:00,3.81,3.78,3.81,3.79,55150675,210641842,13228
2020/5/06,2020/05/06 14:30,3.81,3.78,3.80,3.80,61458076,234548247,12425
2020/5/06,2020/05/06 15:00,3.81,3.79,3.80,3.80,87791938,335552900,17831
2020/5/07,2020/05/07 10:00,3.85,3.78,3.81,3.82,185042267,709171833,35587
2020/5/07,2020/05/07 10:30,3.81,3.76,3.78,3.80,78184548,297014406,16678
2020/5/07,2020/05/07 11:00,3.80,3.77,3.79,3.78,32837017,124936521,8575
2020/5/07,2020/05/07 11:30,3.80,3.78,3.79,3.79,26501300,100872620,5758
2020/5/07,2020/05/07 13:30,3.79,3.74,3.74,3.78,82017400,309925024,17969
2020/5/07,2020/05/07 14:00,3.77,3.75,3.76,3.75,31692500,119693184,7358
2020/5/07,2020/05/07 14:30,3.77,3.76,3.77,3.76,29078700,110098753,6156
2020/5/07,2020/05/07 15:00,3.77,3.75,3.75,3.77,51159537,193219121,11979
2020/5/08,2020/05/08 10:00,3.86,3.77,3.85,3.78,202229072,778358872,42672
2020/5/08,2020/05/08 10:30,3.86,3.81,3.82,3.85,91229837,351395574,18931
2020/5/08,2020/05/08 11:00,3.84,3.82,3.84,3.83,51444000,198048626,10596
2020/5/08,2020/05/08 11:30,3.84,3.83,3.83,3.83,31696263,122205322,8257
2020/5/08,2020/05/08 13:30,3.86,3.83,3.83,3.83,96849083,374542307,20277
2020/5/08,2020/05/08 14:00,3.84,3.82,3.83,3.84,56313158,216863997,9517
2020/5/08,2020/05/08 14:30,3.84,3.82,3.83,3.84,36884921,141867261,8216
2020/5/08,2020/05/08 15:00,3.85,3.82,3.84,3.83,101749154,392495775,19884
2020/5/11,2020/05/11 10:00,4.01,3.86,3.96,3.88,439440458,1741524804,83154
2020/5/11,2020/05/11 10:30,4.01,3.96,3.98,3.97,154730907,619685920,37052
2020/5/11,2020/05/11 11:00,3.98,3.96,3.97,3.98,56729529,226284711,15732
2020/5/11,2020/05/11 11:30,3.98,3.95,3.95,3.96,51830871,206680101,13593
2020/5/11,2020/05/11 13:30,3.96,3.90,3.93,3.95,106252369,419338695,23040
2020/5/11,2020/05/11 14:00,3.93,3.91,3.92,3.92,43608600,171757600,11276
2020/5/11,2020/05/11 14:30,3.92,3.88,3.90,3.92,73859600,289810950,18071
2020/5/11,2020/05/11 15:00,3.93,3.89,3.93,3.90,78237918,308093294,18628
2020/5/12,2020/05/12 10:00,3.95,3.84,3.88,3.94,200822932,783173502,39799
2020/5/12,2020/05/12 10:30,3.89,3.87,3.88,3.89,42313871,165025983,10242
2020/5/12,2020/05/12 11:00,3.88,3.86,3.87,3.87,35068629,136433829,7104
2020/5/12,2020/05/12 11:30,3.88,3.84,3.85,3.87,49718200,192812720,11800
2020/5/12,2020/05/12 13:30,3.87,3.83,3.86,3.84,56607302,218899349,14194
2020/5/12,2020/05/12 14:00,3.90,3.86,3.89,3.86,52992604,206793208,10706
2020/5/12,2020/05/12 14:30,3.90,3.87,3.88,3.90,33531099,130776538,7498
2020/5/12,2020/05/12 15:00,3.90,3.88,3.90,3.88,44993374,176087372,10809
2020/5/13,2020/05/13 10:00,3.89,3.84,3.85,3.86,113035337,438418234,19353
2020/5/13,2020/05/13 10:30,3.87,3.84,3.85,3.85,52001104,201207321,12306
2020/5/13,2020/05/13 11:00,3.87,3.84,3.84,3.85,38257579,148183802,6764
2020/5/13,2020/05/13 11:30,3.85,3.83,3.84,3.84,32873800,126880163,8796
2020/5/13,2020/05/13 13:30,3.86,3.83,3.86,3.83,36911923,142773278,7847
2020/5/13,2020/05/13 14:00,3.86,3.84,3.86,3.86,31021360,120082024,6616
2020/5/13,2020/05/13 14:30,3.92,3.85,3.89,3.85,118502680,463516519,18012
2020/5/13,2020/05/13 15:00,3.90,3.86,3.88,3.90,67389186,262593242,12803
2020/5/14,2020/05/14 10:00,3.88,3.83,3.86,3.84,101523418,392769269,17798
2020/5/14,2020/05/14 10:30,3.87,3.84,3.84,3.86,46630929,180554757,16261
2020/5/14,2020/05/14 11:00,3.86,3.84,3.86,3.85,24301411,94010774,6999
2020/5/14,2020/05/14 11:30,3.89,3.85,3.87,3.86,55253438,215207426,9250
2020/5/14,2020/05/14 13:30,3.88,3.84,3.84,3.88,36443812,141053836,9198
2020/5/14,2020/05/14 14:00,3.87,3.84,3.85,3.85,41373971,160115760,7384
2020/5/14,2020/05/14 14:30,3.88,3.83,3.86,3.86,88409573,342298633,14714
2020/5/14,2020/05/14 15:00,3.87,3.84,3.84,3.87,47484400,183682980,10643
2020/5/15,2020/05/15 10:00,3.88,3.83,3.84,3.86,75011258,289834272,15296
2020/5/15,2020/05/15 10:30,3.86,3.81,3.86,3.84,80709575,311546935,11666
2020/5/15,2020/05/15 11:00,3.90,3.84,3.90,3.86,115111911,448279340,18253
2020/5/15,2020/05/15 11:30,3.94,3.89,3.93,3.89,156905058,617359189,25762
2020/5/15,2020/05/15 13:30,3.97,3.92,3.93,3.93,175715115,697149040,32621
2020/5/15,2020/05/15 14:00,3.94,3.91,3.92,3.92,49202000,193969117,10435
2020/5/15,2020/05/15 14:30,3.94,3.91,3.92,3.92,53472472,211145034,11121
2020/5/15,2020/05/15 15:00,3.92,3.90,3.91,3.92,63100639,248097952,15646
2020/5/18,2020/05/18 10:00,3.90,3.79,3.84,3.90,318027867,1227051840,48704
2020/5/18,2020/05/18 10:30,3.86,3.83,3.86,3.83,54644043,211092438,10726
2020/5/18,2020/05/18 11:00,3.86,3.83,3.84,3.86,39752984,153486966,8289
2020/5/18,2020/05/18 11:30,3.85,3.83,3.84,3.84,25725696,99390808,6415
2020/5/18,2020/05/18 13:30,3.85,3.81,3.83,3.84,83018234,318992157,17043
2020/5/18,2020/05/18 14:00,3.83,3.80,3.82,3.82,64907527,248895656,13598
2020/5/18,2020/05/18 14:30,3.82,3.78,3.79,3.81,138297803,527428748,29436
2020/5/18,2020/05/18 15:00,3.79,3.76,3.78,3.79,129597686,491671624,35032
2020/5/19,2020/05/19 10:00,3.85,3.79,3.83,3.82,125355016,482141776,22042
2020/5/19,2020/05/19 10:30,3.84,3.82,3.84,3.84,49169123,189313839,10104
2020/5/19,2020/05/19 11:00,3.84,3.81,3.81,3.84,38161012,146723848,7988
2020/5/19,2020/05/19 11:30,3.82,3.80,3.82,3.81,21903438,83926148,4820
2020/5/19,2020/05/19 13:30,3.84,3.81,3.83,3.82,48742628,187406157,8291
2020/5/19,2020/05/19 14:00,3.84,3.82,3.84,3.82,45459404,174989542,7334
2020/5/19,2020/05/19 14:30,3.84,3.81,3.83,3.83,50008412,192400659,9061
2020/5/19,2020/05/19 15:00,3.84,3.82,3.83,3.83,59635510,229528085,10891
2020/5/20,2020/05/20 10:00,3.86,3.81,3.85,3.84,103388242,398687356,18052
2020/5/20,2020/05/20 10:30,3.94,3.84,3.90,3.85,294144365,1155564431,55864
2020/5/20,2020/05/20 11:00,3.96,3.89,3.94,3.89,186706382,739336006,36551
2020/5/20,2020/05/20 11:30,3.94,3.89,3.89,3.94,62363033,245533526,11007
2020/5/20,2020/05/20 13:30,3.91,3.88,3.89,3.90,45410100,177672799,8834
2020/5/20,2020/05/20 14:00,3.90,3.88,3.89,3.90,37014968,144652414,8666
2020/5/20,2020/05/20 14:30,3.89,3.86,3.87,3.88,50323430,196000282,10116
2020/5/20,2020/05/20 15:00,3.89,3.86,3.89,3.88,65904094,256845901,14549
2020/5/21,2020/05/21 10:00,3.93,3.85,3.85,3.92,129202914,505371031,21836
2020/5/21,2020/05/21 10:30,3.88,3.85,3.86,3.85,58117327,225598870,12761
2020/5/21,2020/05/21 11:00,3.89,3.86,3.87,3.86,29060400,113283038,6843
2020/5/21,2020/05/21 11:30,3.92,3.86,3.87,3.88,83457848,326887462,11289
2020/5/21,2020/05/21 13:30,3.92,3.86,3.86,3.87,82638355,323049647,11794
2020/5/21,2020/05/21 14:00,3.88,3.85,3.86,3.87,42260501,164136128,9089
2020/5/21,2020/05/21 14:30,3.87,3.83,3.84,3.87,70537946,272581361,17085
2020/5/21,2020/05/21 15:00,3.86,3.82,3.85,3.84,67511262,260530454,14129
2020/5/22,2020/05/22 10:00,3.84,3.78,3.83,3.83,149099029,570466324,27542
2020/5/22,2020/05/22 10:30,3.82,3.78,3.78,3.82,68100699,259875191,16020
2020/5/22,2020/05/22 11:00,3.80,3.78,3.79,3.78,46523249,177201564,12265
2020/5/22,2020/05/22 11:30,3.81,3.78,3.79,3.78,42580882,162159081,10183
2020/5/22,2020/05/22 13:30,3.79,3.73,3.75,3.78,90306220,341019942,24037
2020/5/22,2020/05/22 14:00,3.76,3.74,3.76,3.75,45403994,171033655,10697
2020/5/22,2020/05/22 14:30,3.78,3.75,3.77,3.76,37666986,142544155,8484
2020/5/22,2020/05/22 15:00,3.77,3.75,3.75,3.76,68914380,260235456,16657
2020/5/25,2020/05/25 10:00,3.74,3.68,3.73,3.73,100382728,374037601,23756
2020/5/25,2020/05/25 10:30,3.74,3.70,3.71,3.72,55068736,205680598,9698
2020/5/25,2020/05/25 11:00,3.72,3.68,3.69,3.71,45814126,170041716,11549
2020/5/25,2020/05/25 11:30,3.71,3.69,3.69,3.70,17855588,66410162,4425
2020/5/25,2020/05/25 13:30,3.70,3.68,3.70,3.70,25669254,95240256,7376
2020/5/25,2020/05/25 14:00,3.70,3.68,3.68,3.70,20920656,77520862,7838
2020/5/25,2020/05/25 14:30,3.69,3.67,3.69,3.69,34138383,126319973,10905
2020/5/25,2020/05/25 15:00,3.69,3.68,3.69,3.69,29200433,108137820,9748
2020/5/26,2020/05/26 10:00,3.75,3.70,3.72,3.71,69840754,261853660,14823
2020/5/26,2020/05/26 10:30,3.74,3.71,3.74,3.73,33148660,124105607,7186
2020/5/26,2020/05/26 11:00,3.74,3.71,3.73,3.73,24990900,93610598,5040
2020/5/26,2020/05/26 11:30,3.73,3.71,3.73,3.72,13549454,50712019,2961
2020/5/26,2020/05/26 13:30,3.74,3.72,3.73,3.73,22510761,84374364,5293
2020/5/26,2020/05/26 14:00,3.75,3.72,3.74,3.72,42318600,159029253,6990
2020/5/26,2020/05/26 14:30,3.75,3.73,3.74,3.74,27838500,104613233,5001
2020/5/26,2020/05/26 15:00,3.76,3.74,3.75,3.75,44801587,169006282,10683
2020/5/27,2020/05/27 10:00,3.76,3.70,3.71,3.76,67149700,251707520,12463
2020/5/27,2020/05/27 10:30,3.72,3.69,3.69,3.70,38634224,143702566,9419
2020/5/27,2020/05/27 11:00,3.71,3.68,3.71,3.69,34302903,127390322,7340
2020/5/27,2020/05/27 11:30,3.71,3.69,3.70,3.71,19610000,72933318,4071
2020/5/27,2020/05/27 13:30,3.71,3.70,3.71,3.70,11570699,43091859,3107
2020/5/27,2020/05/27 14:00,3.71,3.69,3.70,3.70,17494248,65057275,4796
2020/5/27,2020/05/27 14:30,3.70,3.68,3.69,3.70,30428815,112952541,7485
2020/5/27,2020/05/27 15:00,3.70,3.68,3.69,3.69,29770326,110461563,7572
2020/5/28,2020/05/28 10:00,3.73,3.68,3.72,3.69,62580959,233379486,11686
2020/5/28,2020/05/28 10:30,3.74,3.68,3.69,3.71,57868546,215854168,9273
2020/5/28,2020/05/28 11:00,3.70,3.67,3.67,3.69,38077853,141018191,9595
2020/5/28,2020/05/28 11:30,3.68,3.64,3.64,3.67,52533657,193096461,13581
2020/5/28,2020/05/28 13:30,3.66,3.63,3.65,3.64,42948695,157302491,11258
2020/5/28,2020/05/28 14:00,3.66,3.64,3.64,3.66,16179807,59370480,4398
2020/5/28,2020/05/28 14:30,3.68,3.64,3.67,3.65,26755820,98492893,5380
2020/5/28,2020/05/28 15:00,3.69,3.67,3.68,3.67,36369325,134480299,7533
2020/5/29,2020/05/29 10:00,3.70,3.64,3.68,3.67,54794492,202539365,10588
2020/5/29,2020/05/29 10:30,3.76,3.67,3.74,3.67,132738200,496808357,19871
2020/5/29,2020/05/29 11:00,3.75,3.73,3.74,3.74,61775000,232505294,9917
2020/5/29,2020/05/29 11:30,3.75,3.71,3.71,3.75,25785700,96590890,5093
2020/5/29,2020/05/29 13:30,3.74,3.71,3.71,3.72,27502901,103000188,5286
2020/5/29,2020/05/29 14:00,3.73,3.71,3.71,3.72,16287970,60909166,3570
2020/5/29,2020/05/29 14:30,3.72,3.67,3.69,3.71,70243888,260551977,11323
2020/5/29,2020/05/29 15:00,3.70,3.68,3.69,3.69,43303069,160685347,8189
2020/6/01,2020/06/01 10:00,3.85,3.70,3.84,3.71,250562298,951797565,43011
2020/6/01,2020/06/01 10:30,3.86,3.81,3.83,3.84,135225614,521480869,27011
2020/6/01,2020/06/01 11:00,3.85,3.82,3.83,3.83,71373705,275206418,14327
2020/6/01,2020/06/01 11:30,3.86,3.82,3.86,3.84,65743744,253681671,12951
2020/6/01,2020/06/01 13:30,3.90,3.86,3.87,3.86,179304649,698698693,37624
2020/6/01,2020/06/01 14:00,3.88,3.86,3.88,3.88,49112205,191240904,13299
2020/6/01,2020/06/01 14:30,3.90,3.85,3.89,3.87,128466682,500122976,26135
2020/6/01,2020/06/01 15:00,3.92,3.88,3.91,3.90,180298041,707865554,40277
2020/6/02,2020/06/02 10:00,4.07,3.92,4.03,3.94,556381161,2238653827,105835
2020/6/02,2020/06/02 10:30,4.05,4.00,4.01,4.03,139118016,562907970,28479
2020/6/02,2020/06/02 11:00,4.06,4.01,4.03,4.01,126239721,512334249,24430
2020/6/02,2020/06/02 11:30,4.11,4.03,4.09,4.03,260509640,1066788648,54846
2020/6/02,2020/06/02 13:30,4.30,4.09,4.24,4.09,575598829,2438717957,113565
2020/6/02,2020/06/02 14:00,4.25,4.21,4.24,4.24,152914087,649746891,38155
2020/6/02,2020/06/02 14:30,4.30,4.23,4.25,4.24,292531670,1256515683,69384
2020/6/02,2020/06/02 15:00,4.26,4.22,4.23,4.25,133274372,567324934,41852
2020/6/03,2020/06/03 10:00,4.34,4.17,4.21,4.28,609107843,2598116216,98461
2020/6/03,2020/06/03 10:30,4.25,4.19,4.23,4.21,127325184,540067441,28127
2020/6/03,2020/06/03 11:00,4.30,4.22,4.29,4.23,162799007,698047187,32029
2020/6/03,2020/06/03 11:30,4.29,4.24,4.28,4.29,118258901,507075603,19957
2020/6/03,2020/06/03 13:30,4.29,4.25,4.25,4.28,106834400,458563220,22028
2020/6/03,2020/06/03 14:00,4.33,4.25,4.31,4.25,241915735,1045301641,39248
2020/6/03,2020/06/03 14:30,4.31,4.22,4.22,4.30,158623940,678939653,27737
2020/6/03,2020/06/03 15:00,4.24,4.21,4.21,4.23,136652324,579507934,30838
2020/6/04,2020/06/04 10:00,4.40,4.29,4.32,4.32,580548244,2533792876,91110
2020/6/04,2020/06/04 10:30,4.36,4.30,4.35,4.32,140691596,612533581,30828
2020/6/04,2020/06/04 11:00,4.39,4.35,4.35,4.35,222924818,979123790,43556
2020/6/04,2020/06/04 11:30,4.36,4.32,4.35,4.35,115013946,500689952,19127
2020/6/04,2020/06/04 13:30,4.35,4.32,4.33,4.35,81761946,356225040,13776
2020/6/04,2020/06/04 14:00,4.34,4.31,4.32,4.33,72007597,312568785,16508
2020/6/04,2020/06/04 14:30,4.33,4.31,4.32,4.32,57038870,247535550,13942
2020/6/04,2020/06/04 15:00,4.33,4.29,4.31,4.31,135788438,587397574,31302
2020/6/05,2020/06/05 10:00,4.40,4.31,4.34,4.35,328817564,1440233945,50977
2020/6/05,2020/06/05 10:30,4.34,4.29,4.31,4.34,117606482,510224195,25505
2020/6/05,2020/06/05 11:00,4.35,4.31,4.31,4.31,66981284,291162916,13206
2020/6/05,2020/06/05 11:30,4.32,4.24,4.25,4.31,114605024,492599743,25458
2020/6/05,2020/06/05 13:30,4.28,4.24,4.25,4.25,104437916,446824430,19563
2020/6/05,2020/06/05 14:00,4.28,4.24,4.28,4.25,75176762,321708735,14353
2020/6/05,2020/06/05 14:30,4.30,4.27,4.28,4.28,84861319,365390722,14933
2020/6/05,2020/06/05 15:00,4.32,4.28,4.32,4.29,111989866,483995902,21339
2020/6/08,2020/06/08 10:00,4.75,4.44,4.75,4.45,1256305143,5854122424,191582
2020/6/08,2020/06/08 10:30,4.75,4.68,4.69,4.75,276445089,1312793904,44622
2020/6/08,2020/06/08 11:00,4.73,4.66,4.72,4.69,277367984,1308063340,55919
2020/6/08,2020/06/08 11:30,4.73,4.69,4.70,4.73,86988389,411947693,24655
2020/6/08,2020/06/08 13:30,4.72,4.68,4.69,4.70,110899959,523338789,31901
2020/6/08,2020/06/08 14:00,4.73,4.69,4.70,4.69,107578367,509545561,29480
2020/6/08,2020/06/08 14:30,4.74,4.68,4.74,4.70,143532912,679172926,36338
2020/6/08,2020/06/08 15:00,4.75,4.70,4.72,4.74,166953080,792909966,49225
2020/6/09,2020/06/09 10:00,4.67,4.56,4.57,4.63,532593853,2461464326,108050
2020/6/09,2020/06/09 10:30,4.57,4.51,4.54,4.57,318615572,1453888498,63219
2020/6/09,2020/06/09 11:00,4.56,4.52,4.55,4.54,128854500,587274219,27492
2020/6/09,2020/06/09 11:30,4.59,4.54,4.59,4.55,126827024,582012236,19754
2020/6/09,2020/06/09 13:30,4.60,4.56,4.57,4.59,124743845,573683107,21429
2020/6/09,2020/06/09 14:00,4.59,4.54,4.55,4.58,106061387,486369833,23824
2020/6/09,2020/06/09 14:30,4.59,4.54,4.57,4.54,91782994,420884745,20456
2020/6/09,2020/06/09 15:00,4.60,4.56,4.58,4.56,138260200,636091634,27516
2020/6/10,2020/06/10 10:00,4.62,4.50,4.61,4.55,341492939,1562715693,58610
2020/6/10,2020/06/10 10:30,4.62,4.55,4.56,4.60,125850149,579222283,21127
2020/6/10,2020/06/10 11:00,4.57,4.54,4.56,4.57,64696045,295736446,13315
2020/6/10,2020/06/10 11:30,4.62,4.55,4.60,4.56,108305208,499212026,17310
2020/6/10,2020/06/10 13:30,4.75,4.61,4.73,4.61,396485915,1860697741,63835
